ID;Control;Caption1;Caption2;Drawing artist;Copyright;Author1;Author2;Author3;Author4;Year;Title;Journal;Volume;Field0;ControlPublication
315;Fig. 315 Rogiera amoena Planch., Rubiaceae;"A: rama con hojas e infrutescencia; B: sección de inflorescencia (corola de una flor disectada, levantada); C: fruto; D: envés de hoja.";"A, C, D según G. Davidse & al. 37176 (LAGU); B según M. L. Reyna de Aguilar 1417 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
316;Fig. 316 Rogiera cordata (Benth.) Planch., Rubiaceae;"A: rama con hojas e inflorescencias; B: flor (forma brevistila, corola disectada); C: infrutescencia; D: fruto.";"A según F. Chinchilla & al. s.n. [ISB00014] (LAGU); B según E. Sandoval & F. Chinchilla 36 (LAGU); C, D según J. M. Rosales 331 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
317;Fig. 317 Simira salvadorensis (Standl.) Steyerm., Rubiaceae;"A: rama con hojas e inflorescencias (en botón); B: flor (corola disectada); C: sección de infrutescencia; D: envés de hoja (con domacios).";"A, B, D según W. Berendsohn 393-1 (LAGU); C según R. Cruz s.n. [WB-00488] (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
318;Fig. 318 Amyris balsamifera L., Rutaceae;"A: rama con hojas y frutos; B: sección de rama con inflorescencias; C: flor; D: envés de hoja (con inclusiones de aceite traslúcido).";"A, D según R. Cruz 227 (LAGU); B, C según A. Sermeño 38 [JBL00964] (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
319;Fig. 319 Casimiroa edulis La Llave, Rutaceae;"A: sección de rama con hojas; B: flor; C: fruto.";"A según R. Cruz 184 (LAGU); B según E. Sandoval & M. Sandoval s.n. [JBL01383] (LAGU); C según foto de muestra viva (LAGU, archivo de fotos).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
320;Fig. 320 Peltostigma pteleoides (Hook.) Walp., Rutaceae;"A: rama con hojas y flores; B: flor; C: fruto.";"A, B según E. Sandoval & M. Sandoval 966 (LAGU); C según A. Molina & E. A. Montalvo 21627 [JBL01497] (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
321;Fig. 321 Pilocarpus racemosus subsp. viridulus Kaastra, Rutaceae;"A: rama con hojas e infrutescencia; B: flor; C: fruto.";"A, C según J. M. Rosales 518 (LAGU); B según J. M. Rosales 176 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
322;Fig. 322 Zanthoxylum melanostictum Schltdl. & Cham., Rutaceae;"A: rama con hojas e infrutescencias; B: fruto.";Dibujado según V. M. Martínez s.n. [CMC00807] (LAGU).;José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
323;Fig. 323 Zanthoxylum mollissimum (Engl.) P.Wilson, Rutaceae;"A: rama con hoja e infrutescencias; B: sección de infrutescencia.";Dibujado según J. L. Ladino s.n. [CMC00084] (LAGU).;José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
324;Fig. 324 Zanthoxylum panamense P.Wilson, Rutaceae;"A: rama con hojas e inflorescencias; B: flor; C: fruto (dos folículos, dos semillas); D: sección de rama con acúleos.";"A según R. López s.n. [ISF00304] (LAGU); B según F. Chinchilla & O. López s.n. [ISB00506] (LAGU); C, D según J. M. Rosales 1448 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
325;Fig. 325 Zanthoxylum rhoifolium Lam., Rutaceae;"A: rama con hoja e infrutescencia; B: fruto.";Dibujado según E. Sandoval & F. Chinchilla 600 (LAGU).;José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
326;Fig. 326 Meliosma dentata (Liebm.) Urb., Sabiaceae;"A: rama con hojas e infrutescencias ; B: sección de inflorescencia (una flor con pétalos externos caidos).";"A según G. Davidse & al. 37292 (LAGU); B según M. L. Reyna de Aguilar 629 [MLR00629] (MHES).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
327;Fig. 327 Meliosma echeverriae J.Menjívar, Cerén & J.F.Morales, Sabiaceae;"A: rama con hojas e inflorescencia (en botón); B: sección de inflorescencia (en botón); C: flor en botón; D: sección de infrutescencia; E: haz de hoja; F: envés de hoja.";"A, B, C, E, F según M. L. Reyna de Aguilar s.n. (MHES); D según R. Villacorta & L. Lara 2665 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
328;Fig. 328 Salix humboldtiana Willd., Salicaceae;"A: rama con hojas e inflorescencias masculinas; B: sección de inflorescencia femenina; C: sección apical de infrutescencia; D: flor estaminada; E: sección de hoja (envés).";"A, D, E según N. C. Fassett 28548 [JBL01475] (LAGU); B según N. C. Fassett 28549 [JBL01473] (LAGU); C según J. M. Rosales 2513 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
329;Fig. 329 Cupania guatemalensis (Turcz.) Radlk., Sapindaceae;"A: rama con hojas e inflorescencias; B: flor; C: envés de hoja.";Dibujado según M. L. Reyna de Aguilar 1477 (LAGU).;José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
330;Fig. 330 Cupania mollis Standl., Sapindaceae;"A: rama con hoja y parte de infrutescencia; B: flor estaminada; C: fruto.";"A, C según M. Cortez s.n. [JBL02113] (LAGU); B según R. Cruz s.n. [WB-00480] (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
331;Fig. 331 Exothea paniculata (Juss.) Radlk., Sapindaceae;"A: rama con hojas e inflorescencias; B: flor; C: fruto.";"A, B según A. Sermeño 17 [JBL00927] (LAGU); C según F. Chinchilla & al. s.n. [ISB00061] (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
332;Fig. 332 Matayba glaberrima Radlk., Sapindaceae;"A: rama con hoja e infrutescencia; B: flor; C: fruto.";"A, C según J. Monterrosa & R. A. Carballo 518 (LAGU); B según A. Sermeño 80 [JBL00985] (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
333;Fig. 333 Thouinia acuminata S.Watson, Sapindaceae;"A: rama con hojas e infrutescencias; B: fruto; C: envés de hoja.";Dibujado según V. M. Martínez s.n. [CMC00780] (LAGU).;José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
334;Fig. 334 Chrysophyllum mexicanum Brandegee ex Standl., Sapotaceae;"A: rama con hojas e inflorescencias; B: sección de rama con inflorescencia; C: flor; D: fruto; E: haz de hoja; F: envés de hoja.";"A, B, C, E, F según O. Martínez s.n. [ISF00355] (LAGU); D según R. Villacorta & E. Sandoval 964 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
335;Fig. 335 Manilkara chicle (Pittier) Gilly, Sapotaceae;"A: rama con hojas y frutos inmaduros; B: flor; C: sección de rama con inflorescencia.";"A según J. M. Rosales 1640 (LAGU); B, C según D. Rodríguez & W. Peña 2869 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
336;Fig. 336 Pouteria campechiana (Kunth) Baehni, Sapotaceae;"A: rama con hojas y fascículos de flores (corolas ya caidas); B: flor; C: fruto.";"A, B según E. López s.n. [RV-00167] (LAGU); C según E. Sandoval & M. Sandoval 1122 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
337;Fig. 337 Sideroxylon celastrinum (Kunth) T.D.Penn., Sapotaceae;"A: rama con hojas y fascículos de flores axilares; B: flor; C: sección de rama con frutos.";"A, B según E. Sandoval 1814 (LAGU); C según F. Chinchilla & al. s.n. [ISB00303] (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
338;Fig. 338 Sideroxylon persimile (Hemsl.) T.D.Penn. subsp. persimile, Sapotaceae;"A: rama con hojas y fascículos de flores axilares; B: flor; C: fruto.";"A, B según D. Williams 242 (LAGU); C según A. Molina & E. A. Montalvo 21820 [JBL01501] (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
339;Fig. 339 Picramnia antidesma subsp. fessonia (DC.) W.W.Thomas, Simaroubaceae;"A: rama con inflorescencias masculinas; B: flor estaminada; C: sección de rama con infrutescencias.";"A, B según E. Sandoval & F. Chinchilla 6 (LAGU); C según M. Renderos 422 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
340;Fig. 340 Brachistus stramoniifolius (Kunth) Miers, Solanaceae;"A: rama con hojas e inflorescencias; B: flor; C: rama con infrutescencias; D: fruto.";"A, B, C según M. Renderos & al. 405 (LAGU); D según K. Sidwell & al. 809 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
341;Fig. 341 Cestrum dumetorum Schltdl., Solanaceae;"A: rama con hojas e inflorescencias; B: flor (disectada); C: sección de infrutescencia; D: envés de hoja (con domacios).";"A, B según R. Villacorta & E. A. Montalvo 2321 (LAGU); C, D según R. Cruz s.n. [WB-00558] (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
342;Fig. 342 Cestrum luteovirescens Francey, Solanaceae;"A: rama con hojas e inflorescencias; B: flor (corola disectada); C: fruto.";"A, B según W. Berendsohn & al. 1515 (LAGU); C según E. Sandoval 1738 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
343;Fig. 343 Cestrum nocturnum L., Solanaceae;"A: rama con hojas e inflorescencias; B: flor (corola disectada); C: fruto.";"A, B según D. Rodríguez & al. 1093 (LAGU); C según J. C. González 391 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
344;Fig. 344 Cestrum tomentosum L.f., Solanaceae;"A: rama con hojas e inflorescencias; B: flor (corola disectada); C: infrutescencia; D: envés de hoja.";"A, B según N. Herrera s.n. [JBL03738] (LAGU); C, D según R. Villacorta & L. Lara 2543 (LAGU).";José Gerver Molina;(c) Jardín Botánico y Museo Botánico Berlin-Dahlem & Asociación Jardín Botánico La Laguna. Berlin, Antiguo Cuscatlán 2016.;Berendsohn, W. G.;Gruber, A. K.;Rodríguez Delcid, D;Olmedo Galán, P.;2016;Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador - Parte 3: Angiospermae - Familias R-Z y Gymnospermae;Englera;29(3);1-356;Berendsohn, W. G., Gruber, A. K., Rodríguez Delcid, D. & Olmedo Galán, P. 2016: Nova Silva Cuscatlanica, Árboles nativos e introducidos de El Salvador. Parte 3: Angiospermae - Familias R-Z y Gymnospermae. Englera 29(3): 1-356.
